Account,Header Code/Type ,Document Number,Date,PO#,Original Invoice Amount,Current Total Open Amount,Acme Customer Number,Ship To Network Number
120,RI,INV117089,04/10/2024,42101127,54375.60,.00,920011,
120,RI,INV117090,04/10/2024,41800857,10326.00,.00,953724,92000002
120,RI,INV117106,04/10/2024,41200399,1373.20,.00,920017,92000006
120,RI,INV117108,04/10/2024,B04610046479,55.66,.00,461471,461134471
120,RI,INV117109,04/10/2024,B04610047057,251.67,.00,461459,461145459
120,RI,INV117110,04/10/2024,B04610047066,142.65,.00,461623,461114623
120,RI,INV117111,04/10/2024,B04610047077,55.06,.00,859096,461133613
120,RI,INV117112,04/10/2024,COREY HEDRICK,25567.81,.00,920018,92000007
120,RI,INV117113,04/10/2024,B04610047082,230.87,.00,545315,461145615
120,RI,INV117115,04/10/2024,41200133,12625.56,.00,920017,92000006
120,RI,INV117116,04/10/2024,B04610047104,323.32,.00,545317,461145317
120,RI,INV117117,04/10/2024,B04610047111,76.98,.00,461909,461133909
120,RI,INV117118,04/10/2024,B04610047120,246.25,.00,461615,461161615
120,RI,INV117119,04/10/2024,12681,40673.35,.00,920012,
120,RI,INV117120,04/10/2024,Tork dispenser,15.01,.00,545315,461145615
120,RI,INV117121,04/10/2024,- None -,676.46,.00,859096,461133613
120,RI,INV117124,04/10/2024,- None -,32.57,.00,92086,461145040
120,RI,INV117129,04/10/2024,56181794,1669.50,.00,449302,449352802
120,RI,INV117136,04/10/2024,56183630,90.50,.00,449302,449352802
120,RI,INV117169,04/10/2024,2001034484,1317.70,.00,120109,459000001
120,RI,INV117171,04/10/2024,04102024,2961.91,.00,801002,801311061
120,RI,INV117173,04/10/2024,B04610047166,557.24,.00,461834,461023834
120,RI,INV117183,04/10/2024,B04610047170,2233.67,.00,461407,461022407
120,RI,INV117187,04/10/2024,B04610047168,916.26,.00,461002,461023112
120,RI,INV117189,04/10/2024,B04610047176,1640.26,.00,461073,461024073
120,RI,INV117199,04/10/2024,2001031110,4542.50,.00,120109,459000001
120,RI,INV117203,04/10/2024,2000968690,55.50,.00,120109,459000001
120,RI,INV117204,04/10/2024,HIGH SCHOOL,755.49,.00,741439,755310523
120,RI,INV117218,04/11/2024,DCUNI06751,368.56,.00,108003,572036578
120,RI,INV117228,04/11/2024,NATS0000025680,2282.00,.00,278496,572020003
120,RI,INV117229,04/11/2024,Costica,2163.01,.00,421513,40000208
120,RI,INV117237,04/11/2024,1030,352.81,.00,499301,295001030
120,RI,INV117240,04/11/2024,1020,874.64,.00,499301,295001020
120,RI,INV117241,04/11/2024,3510,734.55,.00,499301,295003510
120,RI,INV117245,04/11/2024,00311335787,1466.66,.00,707655,707001655
120,RI,INV117249,04/11/2024,B07400017120,393.06,.00,634489,740000050
120,RI,INV117257,04/11/2024,B07550001355,1001.30,.00,234100,755000786
120,RI,INV117263,04/11/2024,3122,692.33,.00,499301,295003122
120,RI,INV117264,04/11/2024,Donna,3003.96,.00,755677,755894677
120,RI,INV117271,04/11/2024,3247470,312.50,.00,593725,755310005
120,RI,INV117274,04/11/2024,B04610047155,1258.05,.00,632334,461022315
120,RI,INV117275,04/11/2024,062534,1015.31,.00,694005,694000005
120,RI,INV117279,04/11/2024,SO10035771,1888.10,.00,755005,755310572
120,RI,INV117285,04/11/2024,B07550001360,755.59,.00,766236,755000749
120,RI,INV117301,04/11/2024,B07400017125,572.90,.00,548063,740000248
120,RI,INV117311,04/11/2024,B07550001354,411.85,.00,716030,
120,RI,INV117316,04/11/2024,B02950002561,857.36,.00,499301,295003095
120,RI,INV117321,04/11/2024,04012024,62.03,.00,180501,572044317
120,RI,INV117323,04/11/2024,B04060002647,6.68,.00,406012,406000010
120,RI,INV117325,04/11/2024,B02950002554,2373.25,.00,499301,295000057
120,RI,INV117329,04/11/2024,B04060002535,6.68,.00,406012,406000010
120,RI,INV117332,04/11/2024,B07400017053,43.99,.00,241400,740300167
120,RI,INV117343,04/11/2024,B04610047148,1075.78,.00,62139,461019462
120,RI,INV117344,04/11/2024,4503657337,183.32,.00,714611,426001059
120,RI,INV117347,04/11/2024,4503657271,2772.01,.00,714611,426001059
120,RI,INV117348,04/11/2024,B04610047144,2899.11,.00,580102,461580102
120,RI,INV117359,04/11/2024,B04610047187,933.77,.00,461171,461020171
120,RI,INV117365,04/11/2024,56200389,3056.52,.00,434001,434011464
120,RI,INV117366,04/11/2024,B07400017123,1107.53,.00,252631,
120,RI,INV117368,04/11/2024,DIETARY,867.14,.00,661995,
120,RI,INV117383,04/11/2024,B04060002657,84.27,.00,406007,406000018
120,RI,INV117390,04/11/2024,B08010050038,104.85,.00,801608,801910608
120,RI,INV117391,04/11/2024,B07550001347,901.90,.00,755874,755310874
120,RI,INV117392,04/11/2024,4824,2213.04,.00,755870,755310870
120,RI,INV117394,04/11/2024,QUEEN ANNE'S HIGH,1005.60,.00,582403,755310541
120,RI,INV117396,04/11/2024,KIES,335.20,.00,582403,
120,RI,INV117398,04/11/2024,B04610047149,2568.94,.00,262753,461019901
120,RI,INV117401,04/11/2024,GRASONVILLE ELEM,343.91,.00,582403,
120,RI,INV117402,04/11/2024,EASTON ELEMENTARY,1978.18,.00,755612,
120,RI,INV117403,04/11/2024,MATAPEAKE ELEM,804.43,.00,582403,755310540
120,RI,INV117406,04/11/2024,B07550001358,811.12,.00,755869,755310869
120,RI,INV117411,04/11/2024,56202570,1296.74,.00,432011,432052999
120,RI,INV117414,04/11/2024,EASTON MIDDLE,1167.90,.00,755612,
120,RI,INV117416,04/11/2024,village café / mark,261.92,.00,755869,755310869
120,RI,INV117418,04/11/2024,B04610047158,1528.49,.00,461801,461021801
120,RI,INV117427,04/11/2024,B01480002434.2D12495308,751.65,.00,148039,148000039
120,RI,INV117435,04/11/2024,B04060002706,671.44,.00,406007,406000018
120,RI,INV117438,04/11/2024,B01480002433.2D12495308,1149.93,.00,148039,148000039
120,RI,INV117442,04/11/2024,55661488,59.68,.00,432012,432053004
120,RI,INV117443,04/11/2024,56201821,167.87,.00,432012,432053004
120,RI,INV117449,04/11/2024,56161803,94.40,.00,432012,432053004
120,RI,INV117452,04/11/2024,56202163,1911.15,.00,432012,432053004
120,RI,INV117453,04/11/2024,56200942,126.32,.00,432012,432053004
120,RI,INV117454,04/11/2024,B04610047188,316.53,.00,461014,461021014
120,RI,INV117455,04/11/2024,PF040924,791.43,.00,724535,631000934
120,RI,INV117456,04/11/2024,56204078,653.39,.00,432013,432053005
120,RI,INV117457,04/11/2024,56202745,6906.63,.00,449224,449000224
120,RI,INV117459,04/11/2024,B04060002705,997.28,.00,406013,406000011
120,RI,INV117460,04/11/2024,B04610047185,3112.97,.00,461014,461021014
120,RI,INV117492,04/11/2024,DIETARY 3246600,337.36,.00,820100,
120,RI,INV117493,04/11/2024,B07400017113,346.99,.00,358401,740000137
120,RI,INV117497,04/11/2024,B04610047194,1758.05,.00,194660,461194660
120,RI,INV117500,04/11/2024,56099491,1638.87,.00,438352,438120352
120,RI,INV117504,04/11/2024,55774576,169.39,.00,438352,438120352
120,RI,INV117506,04/11/2024,3186544,3.18,.00,562931,
120,RI,INV117509,04/11/2024,Dietary,193.47,.00,766201,527062185
120,RI,INV117527,04/11/2024,56207241,1855.12,.00,438346,438120346
120,RI,INV117529,04/11/2024,Housekeeping/Debbie 3247644,580.67,.00,766201,
120,RI,INV117534,04/11/2024,CENTRAL SUPPLY DEBBIE 3247626,273.80,.00,766201,
120,RI,INV117541,04/11/2024,B04060002703,716.28,.00,406014,406000012
120,RI,INV117546,04/11/2024,56046981,241.53,.00,449621,449023621
120,RI,INV117547,04/11/2024,B04060002684,11.28,.00,406006,406000019
120,RI,INV117552,04/11/2024,B04060002661,19.38,.00,406005,406000009
120,RI,INV117566,04/11/2024,B04060002704,1151.05,.00,406006,406000019
120,RI,INV117574,04/11/2024,B07400017116,852.67,.00,789511,740000126
120,RI,INV117578,04/11/2024,B04610047180,2513.04,.00,461803,461019803
120,RI,INV117580,04/11/2024,B01460013410.2D12826261,13086.75,.00,146118,146000118
120,RI,INV117581,04/11/2024,B04610047153,9475.20,.00,407300,461407300
120,RI,INV117584,04/11/2024,56203561,3598.29,.00,432010,432053012
120,RI,INV117587,04/11/2024,B04060002709,744.12,.00,406005,406000009
120,RI,INV117588,04/11/2024,B04060002708,742.28,.00,406008,406000017
120,RI,INV117591,04/11/2024,B04060002707,2055.97,.00,406004,406000007
120,RI,INV117592,04/11/2024,3190802,128.15,.00,583410,
120,RI,INV117597,04/11/2024,DIETARY,105.74,.00,583410,
120,RI,INV117598,04/11/2024,3204237,128.14,.00,583410,
120,RI,INV117604,04/11/2024,- None -,215.05,.00,546300,
120,RI,INV117606,04/11/2024,ACTIVITY,36.03,.00,546300,
120,RI,INV117610,04/11/2024,HOUSEKEEPING,151.31,.00,546300,
120,RI,INV117615,04/11/2024,Central Supply 3246784,312.78,.00,515700,527023439
120,RI,INV117616,04/11/2024,housekeeping,1630.86,.00,583410,
120,RI,INV117625,04/11/2024,B07400017122,387.47,.00,775193,740000232
120,RI,INV117630,04/11/2024,housekeeping  3247068,280.64,.00,546300,
120,RI,INV117631,04/11/2024,DIETARY,290.16,.00,515700,527023439
120,RI,INV117635,04/11/2024,SO,581.31,.00,755003,755310570
120,RI,INV117638,04/11/2024,56024943,75.34,.00,449282,447049282
120,RI,INV117649,04/11/2024,B02950002538,102.06,.00,499301,295003131
120,RI,INV117675,04/11/2024,B07400017112,385.71,.00,413154,740000093
120,RI,INV117724,04/11/2024,56024924,75.34,.00,449440,449054440
120,RI,INV117734,04/11/2024,56200450,11896.79,.00,702126,434005246
120,RI,INV117739,04/11/2024,B04610046820,6704.13,.00,461971,461019971
120,RI,INV117762,04/11/2024,B04610047171,1781.82,.00,461157,461021157
120,RI,INV117764,04/11/2024,B02950002560,1523.51,.00,499301,295003750
120,RI,INV117769,04/11/2024,- None -,467.27,.00,755661,755310661
120,RI,INV117770,04/11/2024,B02950002562,576.44,.00,499301,295006480
120,RI,INV117774,04/11/2024,56159820,164.95,.00,449056,449031056
120,RI,INV117775,04/11/2024,55949161,221.68,.00,449056,449031056
120,RI,INV117786,04/11/2024,B07400017108,428.19,.00,835200,740000152
120,RI,INV117794,04/11/2024,SLADE SCHOOL,2918.43,.00,245176,
120,RI,INV117813,04/11/2024,COURIER,118.18,.00,406315,461406315
120,RI,INV117822,04/11/2024,NEMCO,159.81,.00,461313,461148313
120,RI,INV117823,04/11/2024,TABLECRAFT,489.39,.00,461615,461161615
120,RI,INV117826,04/11/2024,55941890,721.46,.00,441860,440061860
120,RI,INV117847,04/11/2024,55641036,268.66,.00,440995,440157995
120,RI,INV117855,04/11/2024,44000755,35.60,.00,920013,92000013
120,RI,INV117856,04/11/2024,9962,60747.18,.00,953724,92000002
120,RI,INV117858,04/11/2024,55585835,2464.86,.00,449919,449044919
120,RI,INV117883,04/11/2024,61454,181.65,.00,781001,
120,RI,INV117885,04/11/2024,8450,6231.80,.00,920019,92000008
120,RI,INV117891,04/11/2024,41600163/PARK OPS,150.00,.00,920019,92000008
120,RI,INV117892,04/11/2024,Josh,283.07,.00,406026,406000026
120,RI,INV117897,04/11/2024,56047919,276.55,.00,449919,449044919
120,RI,INV117901,04/11/2024,B04610046686,29.90,.00,737892,461134986
120,RI,INV117909,04/11/2024,16152,233.30,.00,920011,
120,RI,INV117916,04/11/2024,B04610047124,224.25,.00,739890,461144129
120,RI,INV117922,04/11/2024,MATT WILSON,120.10,.00,406028,405000028
120,RI,INV117927,04/11/2024,B04610047141,154.06,.00,461334,461133334
120,RI,INV117933,04/11/2024,56179611,877.72,.00,449919,449044919
120,RI,INV117940,04/11/2024,B04610047198,42.30,.00,391067,461137129
120,RI,INV117942,04/11/2024,062484,7.57,.00,694014,694000014
120,RI,INV117948,04/11/2024,B04610047175,206.59,.00,461179,461033179
120,RI,INV117949,04/11/2024,4824,237.28,.00,755870,755310870
120,RI,INV117964,04/11/2024,TOP LOADERS,733.88,.00,405003,461105003
120,RI,INV117972,04/11/2024,B07550001370,76.00,.00,755872,
120,RI,INV117976,04/11/2024,90703,10028.40,.00,920009,92000009
120,RI,INV117978,04/11/2024,42678,10199.70,.00,765520,92000001
120,RI,INV117979,04/11/2024,42500554,29372.00,.00,765520,92000001
120,RI,INV117980,04/11/2024,9968,39925.60,.00,953724,92000002
120,RI,INV117984,04/11/2024,56079678,126.75,.00,449618,449054618
120,RI,INV117986,04/11/2024,56100161,422.94,.00,449502,449552802
120,RI,INV117988,04/11/2024,56138813,528.68,.00,449402,
120,RI,INV117992,04/11/2024,55915867,118.38,.00,449618,449054618
120,RI,INV118000,04/11/2024,56180999,211.47,.00,449402,
120,RI,INV118006,04/11/2024,B07400017081,1102.34,.00,740255,740300255
120,RI,INV118016,04/11/2024,56221062,2069.09,.00,449010,449010000
120,RI,INV118018,04/11/2024,B04610047227,1111.54,.00,765955,461023327
120,RI,INV118023,04/11/2024,B04610047202,530.41,.00,366744,461023113
120,RI,INV118029,04/11/2024,B04610047225,899.55,.00,272618,461023602
120,RI,INV118032,04/11/2024,B04610047226,1054.82,.00,272617,461023666
120,RI,INV118037,04/11/2024,B04610047229,1383.27,.00,772617,461772617
120,RI,INV118039,04/11/2024,3249962,564.34,.00,646053,323393940
120,RI,INV118059,04/11/2024,B04610047211,1814.23,.00,461004,461023502
120,RI,INV118073,04/11/2024,B04610047265,2089.54,.00,367089,461367089
120,RI,INV118077,04/11/2024,B04610047250,697.86,.00,366744,461023113
120,RI,INV118080,04/11/2024,B04610047085,283.07,.00,101889,461008096
120,RI,INV118081,04/11/2024,B04610047253,346.83,.00,101889,461008096
120,RI,INV118082,04/11/2024,B04610047203,1280.38,.00,461691,461008691
120,RI,INV118083,04/11/2024,B04610047190,793.79,.00,461030,461019030
120,RI,INV118084,04/11/2024,B04610047264,1171.29,.00,461003,461019064
120,RI,INV118085,04/11/2024,B04610047276,1249.90,.00,461053,461008053
120,RI,INV118086,04/11/2024,B04610047205,1110.21,.00,62140,461018974
120,RI,INV118087,04/11/2024,B04610047191,1566.51,.00,716507,461019406
120,RI,INV118088,04/11/2024,B04610047252,2271.64,.00,101889,461008096
120,RI,INV117151,04/12/2024,90032,8862.89,.00,920009,
120,RI,INV117191,04/12/2024,547223,13334.06,.00,920009,
120,RI,INV117192,04/12/2024,547220,16404.86,.00,920009,
120,RI,INV117193,04/12/2024,547218,82878.69,.00,920009,
120,RI,INV117206,04/12/2024,547223,14815.63,.00,920009,
120,RI,INV117207,04/12/2024,89756,66723.73,.00,920009,
120,RI,INV118089,04/12/2024,B04610047177,245.84,.00,461011,461017011
120,RI,INV118090,04/12/2024,B04610047098,265.48,.00,955264,461018052
120,RI,INV118093,04/12/2024,- None -,251.52,.00,632333,461017112
120,RI,INV118094,04/12/2024,56163832,174.74,.00,449921,449044921
120,RI,INV118095,04/12/2024,B04610046458,255.51,.00,461701,461017601
120,RI,INV118097,04/12/2024,56181620,1741.09,.00,449903,449044903
120,RI,INV118098,04/12/2024,B08010050410,1454.12,.00,918024,801001150
120,RI,INV118100,04/12/2024,B04610047192,839.21,.00,509001,461509001
120,RI,INV118103,04/12/2024,B04610047239,1142.11,.00,955264,461018052
120,RI,INV118104,04/12/2024,1731,184.36,.00,499301,295001731
120,RI,INV118109,04/12/2024,B04610047273,1961.93,.00,461701,461017601
120,RI,INV118111,04/12/2024,62267,55.95,.00,781001,
120,RI,INV118115,04/12/2024,84AJP00029035,568.59,.00,524390,41040051
120,RI,INV118116,04/12/2024,B04610047263,1459.99,.00,461011,461017011
120,RI,INV118118,04/12/2024,B04610047212,2969.16,.00,632333,461017112
120,RI,INV118124,04/12/2024,56224550,514.33,.00,571300,559022241
120,RI,INV118127,04/12/2024,1040,784.55,.00,499301,295001040
120,RI,INV118128,04/12/2024,3122,500.86,.00,499301,295003122
120,RI,INV118129,04/12/2024,56224021,815.28,.00,331000,438022221
120,RI,INV118130,04/12/2024,56224616,267.12,.00,571300,559022241
120,RI,INV118131,04/12/2024,062553,580.65,.00,694011,694000011
120,RI,INV118138,04/12/2024,56222368,998.66,.00,736438,438032093
120,RI,INV118139,04/12/2024,56224441,1872.53,.00,571300,559022241
120,RI,INV118141,04/12/2024,062552,1715.42,.00,694007,694000007
120,RI,INV118144,04/12/2024,6416,801.38,.00,499301,295006416
120,RI,INV118146,04/12/2024,B04610047224,950.86,.00,461702,461018702
120,RI,INV118148,04/12/2024,062556,561.00,.00,694012,694000012
120,RI,INV118150,04/12/2024,B04610047231,2230.14,.00,812120,461812120
120,RI,INV118169,04/12/2024,SO10036407,1146.84,.00,737215,
120,RI,INV118179,04/12/2024,- None -,1068.04,.00,656100,755310438
120,RI,INV118192,04/12/2024,- None -,1178.52,.00,395390,755000748
120,RI,INV118194,04/12/2024,- None -,447.50,.00,773527,755310566
120,RI,INV118195,04/12/2024,B07550001363,1058.60,.00,716050,755000834
120,RI,INV118196,04/12/2024,- None -,2426.98,.00,773527,755310566
120,RI,INV118207,04/12/2024,3023,122.15,.00,499301,295003023
120,RI,INV118208,04/12/2024,55584579,339.72,.00,552041,438020262
120,RI,INV118216,04/12/2024,DIETARY 3244736,25.44,.00,583410,
120,RI,INV118217,04/12/2024,0057,472.00,.00,499301,295000057
120,RI,INV118218,04/12/2024,NATS0000026050,270.72,.00,278496,572020003
120,RI,INV118224,04/12/2024,56203758,728.49,.00,552041,438020262
120,RI,INV118226,04/12/2024,56223182,172.97,.00,441860,440061860
120,RI,INV118238,04/12/2024,B04610047278,1337.75,.00,633233,461020165
120,RI,INV118242,04/12/2024,56223121,697.42,.00,432016,432053006
120,RI,INV118244,04/12/2024,56227616,32.50,.00,552041,438020262
120,RI,INV118245,04/12/2024,B02950002564,3343.87,.00,499301,295000057
120,RI,INV118249,04/12/2024,B04610047262,1349.86,.00,765956,461020155
120,RI,INV118255,04/12/2024,B02950002565,2918.53,.00,499301,295003023
120,RI,INV118258,04/12/2024,housekeeping,589.74,.00,583410,
120,RI,INV118260,04/12/2024,56229054,1194.25,.00,552041,438020262
120,RI,INV118262,04/12/2024,56226315,17.40,.00,552041,438020262
120,RI,INV118290,04/12/2024,56200450,409.20,.00,702126,434005246
120,RI,INV118299,04/12/2024,B04610047223,783.22,.00,309253,461309253
120,RI,INV118306,04/12/2024,B04610047207,891.93,.00,545313,461545313
120,RI,INV118310,04/12/2024,B04610047210,875.41,.00,958980,461022192
120,RI,INV118312,04/12/2024,B04610047237,2124.90,.00,407303,461022153
120,RI,INV118313,04/12/2024,eugenia,529.77,.00,979400,41040047
120,RI,INV118318,04/12/2024,B07400017108,89.60,.00,835200,740000152
120,RI,INV118321,04/12/2024,B04610047220,1174.12,.00,328321,461328321
120,RI,INV118336,04/12/2024,Laundry 3250286,482.25,.00,820100,
120,RI,INV118338,04/12/2024,B07400017143,334.43,.00,84001,740100217
120,RI,INV118343,04/12/2024,kristina,1407.76,.00,755004,755310571
120,RI,INV118356,04/12/2024,HOUSEKEEPING 3250279,743.63,.00,820100,
120,RI,INV118360,04/12/2024,B04610047272,1857.86,.00,309254,461020852
120,RI,INV118368,04/12/2024,B04610047258,1440.52,.00,556807,461556807
120,RI,INV118375,04/12/2024,B07400016738,91.95,.00,887489,740000268
120,RI,INV118377,04/12/2024,B07400016964,92.15,.00,887489,740000268
120,RI,INV118383,04/12/2024,B07400017151,773.69,.00,740185,740100185
120,RI,INV118384,04/12/2024,- None -,4886.81,.00,473055,
120,RI,INV118388,04/12/2024,B07400017148,561.75,.00,350086,740100001
120,RI,INV118390,04/12/2024,SO10036555,594.22,.00,755002,755310569
120,RI,INV118398,04/12/2024,RICH,1012.43,.00,755003,755310570
120,RI,INV118403,04/12/2024,56132640,62.44,.00,432007,432053002
120,RI,INV118414,04/12/2024,56201046,53.84,.00,432018,432053003
120,RI,INV118418,04/12/2024,10025751,189.95,.00,814703,740000003
120,RI,INV118422,04/12/2024,MIKE,119.61,.00,164369,755000382
120,RI,INV118429,04/12/2024,B04610047222,113.88,.00,914102,461021740
120,RI,INV118432,04/12/2024,DIETARY   3248407,126.94,.00,562931,
120,RI,INV118433,04/12/2024,DIETARY 3248026,242.55,.00,562931,
120,RI,INV118436,04/12/2024,3230454,25.44,.00,692753,
120,RI,INV118437,04/12/2024,DIETARY 3247865,896.61,.00,562931,
120,RI,INV118447,04/12/2024,B04610047243,2082.22,.00,461074,461021704
120,RI,INV118453,04/12/2024,B04610047230,1523.11,.00,914103,461021117
120,RI,INV118454,04/12/2024,B04610047209,2051.70,.00,914102,461021740
120,RI,INV118456,04/12/2024,56216359,1447.24,.00,432017,432053001


120,RI,INV118457,04/12/2024,DIETARY 3248890,182.48,.00,562931,
120,RI,INV118460,04/12/2024,B04610047204,2086.35,.00,326180,461326180
120,RI,INV118463,04/12/2024,B04610047199,1768.29,.00,461874,461020874
120,RI,INV118465,04/12/2024,Kitchen,452.99,.00,620203,40000163
120,RI,INV118480,04/12/2024,B07400017131,1102.44,.00,212200,740000094
120,RI,INV118483,04/12/2024,B07400017142,461.34,.00,644141,740000066
120,RI,INV118487,04/12/2024,B08010050470,4474.20,.00,164064,801300002
120,RI,INV118489,04/12/2024,Kitchen,254.46,.00,620203,40000163
120,RI,INV118490,04/12/2024,- None -,1707.41,.00,994262,755310573
120,RI,INV118495,04/12/2024,B08010050469,661.97,.00,164064,801300001
120,RI,INV118499,04/12/2024,housekeeping,102.18,.00,661995,
120,RI,INV118501,04/12/2024,10036645,429.12,.00,814703,740000003
120,RI,INV118505,04/12/2024,Kitchen,186.86,.00,620203,40000163
120,RI,INV118513,04/12/2024,B04610047249,1379.83,.00,461601,461020601
120,RI,INV118515,04/12/2024,housekeeping,594.74,.00,661995,
120,RI,INV118532,04/12/2024,B04610047251,1058.57,.00,800857,461800857
120,RI,INV118534,04/12/2024,Laundry,250.29,.00,661995,
120,RI,INV118547,04/12/2024,56222829,448.03,.00,432007,432053002
120,RI,INV118549,04/12/2024,B08010050461,6835.14,.00,282718,801005004
120,RI,INV118550,04/12/2024,56223080,2098.08,.00,432007,432053002
120,RI,INV118557,04/12/2024,3250020,208.66,.00,470015,
120,RI,INV118558,04/12/2024,B04610047216,1572.62,.00,262755,461021054
120,RI,INV118561,04/12/2024,DIETARY  3250335,128.91,.00,470015,
120,RI,INV118567,04/12/2024,3131,257.79,.00,499301,295003131
120,RI,INV118592,04/12/2024,B04610047245,1354.84,.00,406315,461406315
120,RI,INV118595,04/12/2024,B02950002563,2464.37,.00,499301,295003130
120,RI,INV118599,04/12/2024,TOP LOADERS,.00,.00,405003,461105003
120,RI,INV118608,04/12/2024,412,31.94,.00,572645,572052645
120,RI,INV118611,04/12/2024,GLOBE,617.11,.00,812120,461812120
120,RI,INV118612,04/12/2024,DAVE BIESIADA,14152.50,.00,920017,92000006
120,RI,INV118639,04/12/2024,Courier  Lids,124.91,.00,461014,461021014
120,RI,INV118654,04/12/2024,8450,546.24,.00,920019,92000008
120,RI,INV118655,04/12/2024,Sales Rep,89.88,.00,914103,461021117
120,RI,INV118656,04/12/2024,KITCHEN,700.79,.00,620203,40000163
120,RI,INV118665,04/12/2024,will call,30.83,.00,262755,461021054
120,RI,INV118674,04/12/2024,B02950002564,143.70,.00,499301,295000057
120,RI,INV118676,04/12/2024,Justin,806.23,.00,311159,755310355
120,RI,INV118679,04/12/2024,Food Box,106.13,.00,461171,461020171
120,RI,INV118681,04/12/2024,B04610047319,809.92,.00,862385,461022033
120,RI,INV118684,04/12/2024,B04610047309,1164.16,.00,461171,461020171
120,RI,INV118692,04/12/2024,- None -,14.37,.00,656100,755310438
120,RI,INV118693,04/12/2024,- None -,790.07,.00,656100,755310438
120,RI,INV118697,04/12/2024,- None -,1870.26,.00,773527,755310566
120,RI,INV118700,04/12/2024,B04610046667,55.50,.00,461801,461021801
120,RI,INV118702,04/12/2024,56106888,150.66,.00,449523,449000523
120,RI,INV118704,04/12/2024,B08010050128,14.63,.00,801959,801310959
120,RI,INV118707,04/12/2024,55788547,110.52,.00,449523,449000523
120,RI,INV118712,04/12/2024,56223576,5572.46,.00,449523,449000523
120,RI,INV118714,04/12/2024,ST. MICHAELS,370.25,.00,755612,
120,RI,INV118715,04/12/2024,DNR1465184,661.50,.00,463077,671000725
120,RI,INV118717,04/12/2024,B04610047290,1369.52,.00,461014,461021014
120,RI,INV118721,04/12/2024,56221062,226.97,.00,449010,449010000
120,RI,INV118728,04/12/2024,EASTON ELEMENTARY,519.50,.00,755612,
120,RI,INV118733,04/12/2024,B04610047296,1109.57,.00,765955,461023327
120,RI,INV118734,04/12/2024,10037193,665.37,.00,755824,755310824
120,RI,INV118737,04/12/2024,56023605,226.97,.00,449956,449000956
120,RI,INV118741,04/12/2024,3252202,914.12,.00,646053,323393940
120,RI,INV118742,04/12/2024,DIETARY,545.73,.00,324797,755000365
120,RI,INV118748,04/12/2024,DIETARY,1665.18,.00,324797,755000365
120,RI,INV118749,04/12/2024,DN2127000005921,151.80,.00,187250,
120,RI,INV118750,04/12/2024,504520000127000,796.06,.00,196722,315000739
120,RI,INV118753,04/12/2024,56244638,1131.21,.00,432011,432052999
120,RI,INV118755,04/12/2024,B07400017168,558.94,.00,789511,740000126
120,RI,INV118756,04/12/2024,B04610047320,1214.04,.00,461803,461019803
120,RI,INV118758,04/12/2024,504520000127032,888.47,.00,196722,315000739
120,RI,INV118764,04/12/2024,B04610047303,1369.19,.00,461801,461021801
120,RI,INV118766,04/12/2024,56243377,342.95,.00,432012,432053004
120,RI,INV118767,04/12/2024,56243670,1962.40,.00,432012,432053004
120,RI,INV118769,04/12/2024,B07400017163,458.28,.00,986632,740000169
120,RI,INV118772,04/12/2024,B04610047322,822.40,.00,461014,461021014
120,RI,INV118774,04/12/2024,B04610047321,1272.41,.00,772617,461772617
120,RI,INV118775,04/12/2024,B04610047313,732.15,.00,461004,461023502
120,RI,INV118777,04/12/2024,B04610047298,748.85,.00,461834,461023834
120,RI,INV118778,04/12/2024,B04610047318,709.43,.00,366744,461023113
120,RI,INV118780,04/12/2024,B04610047305,1050.34,.00,272618,461023602
120,RI,INV118781,04/12/2024,B04610047295,539.80,.00,272617,461023666
120,RI,INV118784,04/12/2024,41224,719.09,.00,323670,323394670
120,RI,INV118825,04/12/2024,062552,286.05,.00,694007,694000007
120,RI,INV118829,04/12/2024,B04610047288,933.18,.00,632334,461022315
120,RI,INV118834,04/12/2024,56241165,891.78,.00,33047,438044177
120,RI,INV118842,04/13/2024,B04610047297,121.63,.00,262753,461019901
120,RI,INV118844,04/13/2024,04/11/2024,803.51,.00,406022,406000024
120,RI,INV118846,04/13/2024,41224,1138.61,.00,755870,755310870
120,RI,INV118848,04/13/2024,B04610047312,895.47,.00,461971,461019971
120,RI,INV118850,04/13/2024,B07550001370,408.56,.00,755872,
120,RI,INV118854,04/13/2024,B04610047289,2174.89,.00,262753,461019901
120,RI,INV118869,04/13/2024,56241909,1089.79,.00,432017,432053001
120,RI,INV118891,04/13/2024,ORIOL05255,491.70,.00,572757,572061757
120,RI,INV118895,04/13/2024,B07400017176,726.40,.00,574323,740000073
120,RI,INV118902,04/13/2024,56247812,58.25,.00,432018,432053003
120,RI,INV118904,04/13/2024,B07400017177,426.17,.00,835200,740000152
120,RI,INV118906,04/13/2024,DIETARY,109.18,.00,426644,
120,RI,INV118909,04/13/2024,3229899,339.88,.00,820100,
120,RI,INV118914,04/13/2024,kristina,940.14,.00,755004,755310571
120,RI,INV118916,04/13/2024,55680324,392.00,.00,552041,438020262
120,RI,INV118925,04/13/2024,B02950002565,252.18,.00,499301,295003023
120,RI,INV118929,04/13/2024,56246877,1821.24,.00,552041,438020262
120,RI,INV118931,04/13/2024,3510,1057.06,.00,499301,295003510
120,RI,INV118936,04/13/2024,DIETARY 3238381,147.53,.00,562931,
